,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
80,1304,2012-06-12,2012,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995361111111,19.0832972222222,0,0,1,3,jármű-jármű,1.0,POINT (19.0832972222222 47.4995361111111)
81,1330,2012-06-15,2012,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4998027777778,19.0957083333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0957083333333 47.4998027777778)
82,1354,2012-06-16,2012,Budapest VIII. kerület,csobánc utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,egyéb,47.4884166666667,19.0879972222222,0,0,1,2,gyalogos,1.0,POINT (19.0879972222222 47.4884166666667)
83,1366,2012-06-18,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.49718888888889,19.0706583333333,0,0,1,1,utasbaleset,1.0,POINT (19.0706583333333 47.49718888888889)
84,1373,2012-06-18,2012,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése, az egyik előz vagy forgalmi sávot vált",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.49718888888889,19.0706583333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0706583333333 47.49718888888889)
85,1385,2012-06-19,2012,Budapest VIII. kerület,karácsony sándor utca,magdolna utca,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","a balra kanyarodó jármű vezetője nem  győződött meg meg a balra kanyarodás előtt, hogy előzését más jármű megkezdte-e",47.4892527777778,19.086375,0,0,1,2,jármű-jármű,1.0,POINT (19.086375 47.4892527777778)
86,1471,2012-06-28,2012,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4995333333333,19.0809166666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0809166666667 47.4995333333333)
87,1477,2012-06-29,2012,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,"figyelmetlen, gondatlan vezetés",47.4951055555556,19.0755111111111,0,0,1,2,jármű-jármű,1.0,POINT (19.0755111111111 47.4951055555556)
88,1492,2012-07-01,2012,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4934583333333,19.1088472222222,0,0,2,2,jármű-jármű,2.0,POINT (19.1088472222222 47.4934583333333)
89,1505,2012-07-03,2012,Budapest VIII. kerület,mária utca,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.48735,19.0683527777778,0,0,1,1,gyalogos,1.0,POINT (19.0683527777778 47.48735)
90,1520,2012-07-04,2012,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4969,19.0699055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
91,1546,2012-07-07,2012,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4893888888889,19.0781444444444,0,0,2,2,jármű-jármű,2.0,POINT (19.0781444444444 47.4893888888889)
92,1670,2012-07-20,2012,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4995333333333,19.0809166666667,0,0,1,1,egy jármű,1.0,POINT (19.0809166666667 47.4995333333333)
93,1681,2012-07-21,2012,Budapest VIII. kerület,baross tér,,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4996305555556,19.0829194444444,0,0,1,1,gyalogos,1.0,POINT (19.0829194444444 47.4996305555556)
94,1698,2012-07-23,2012,Budapest VIII. kerület,dologház utca,kun utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49643333333331,19.0831583333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0831583333333 47.49643333333331)
95,1718,2012-07-27,2012,Budapest VIII. kerület,korányi sándor utca,,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4845833333333,19.0871833333333,0,0,1,4,jármű-jármű,1.0,POINT (19.0871833333333 47.4845833333333)
96,1731,2012-07-28,2012,Budapest VIII. kerület,rákóczi út,luther utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4969,19.0699055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
97,1741,2012-07-29,2012,Budapest VIII. kerület,lóvásár utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4989333333333,19.0852416666667,0,0,1,2,gyalogos,1.0,POINT (19.0852416666667 47.4989333333333)
98,1746,2012-07-30,2012,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4969,19.0699055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
99,1757,2012-07-30,2012,Budapest VIII. kerület,józsef utca,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4905388888889,19.0708861111111,0,0,1,2,gyalogos,1.0,POINT (19.0708861111111 47.4905388888889)
100,1781,2012-08-01,2012,Budapest VIII. kerület,vajda péter utca,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4820444444444,19.1037777777778,0,0,1,2,jármű-jármű,1.0,POINT (19.1037777777778 47.4820444444444)
101,1795,2012-08-02,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,gyalogos,1.0,POINT (19.0710083333333 47.4927416666667)
102,1802,2012-08-03,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4861833333333,19.0702083333333,0,0,1,2,gyalogos,1.0,POINT (19.0702083333333 47.4861833333333)
103,1807,2012-08-03,2012,Budapest VIII. kerület,mátyás tér,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4916944444444,19.0805527777778,0,0,1,1,gyalogos,1.0,POINT (19.0805527777778 47.4916944444444)
104,1832,2012-08-06,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,egyéb,"figyelmetlen, gondatlan vezetés",47.4927416666667,19.0710083333333,0,0,1,1,gyalogos,1.0,POINT (19.0710083333333 47.4927416666667)
105,1848,2012-08-07,2012,Budapest VIII. kerület,víg utca,bérkocsis utca,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4948416666667,19.0729722222222,0,1,2,2,jármű-jármű,7.0,POINT (19.0729722222222 47.4948416666667)
106,1854,2012-08-07,2012,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,ütközés körforgalomban haladó járművel kihaladóskor,elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4956666666667,19.084775,0,0,1,2,jármű-jármű,1.0,POINT (19.084775 47.4956666666667)
107,1887,2012-08-11,2012,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tiltott helyen való áthaladás,47.4882222222222,19.1005722222222,0,0,1,3,gyalogos,1.0,POINT (19.1005722222222 47.4882222222222)
108,1910,2012-08-13,2012,Budapest VIII. kerület,baross utca,szentkirályi utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4893888888889,19.0781444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0781444444444 47.4893888888889)
109,1913,2012-08-13,2012,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,állatok elütése,egyéb,háziállatok az úttesten,47.4766361111111,19.0992583333333,0,0,1,2,gyalogos,1.0,POINT (19.0992583333333 47.4766361111111)
110,1946,2012-08-17,2012,Budapest VIII. kerület,karácsony sándor utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4892527777778,19.086375,0,0,1,1,gyalogos,1.0,POINT (19.086375 47.4892527777778)
111,1970,2012-08-21,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4866888888889,19.0703222222222,0,0,1,1,egy jármű,1.0,POINT (19.0703222222222 47.4866888888889)
112,2012,2012-08-26,2012,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4996305555556,19.0829194444444,0,0,1,1,egy jármű,1.0,POINT (19.0829194444444 47.4996305555556)
113,2024,2012-08-27,2012,Budapest VIII. kerület,baross tér,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4995361111111,19.0818,0,0,1,2,jármű-jármű,1.0,POINT (19.0818 47.4995361111111)
114,2044,2012-08-29,2012,Budapest VIII. kerület,korányi sándor utca,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4826361111111,19.0837722222222,0,1,0,2,gyalogos,5.0,POINT (19.0837722222222 47.4826361111111)
115,2045,2012-08-29,2012,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4969194444444,19.0820888888889,0,0,1,3,jármű-jármű,1.0,POINT (19.0820888888889 47.4969194444444)
116,2098,2012-09-03,2012,Budapest VIII. kerület,szentkirályi utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4946027777778,19.0646777777778,0,1,0,1,gyalogos,5.0,POINT (19.0646777777778 47.4946027777778)
117,2123,2012-09-06,2012,Budapest VIII. kerület,baross utca,,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4895527777778,19.0764888888889,0,1,0,2,gyalogos,5.0,POINT (19.0764888888889 47.4895527777778)
118,2148,2012-09-07,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,megfelelő oldaltávolság hiánya,47.4894444444444,19.0707277777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0707277777778 47.4894444444444)
119,2156,2012-09-08,2012,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4883055555556,19.0988027777778,0,0,2,2,jármű-jármű,2.0,POINT (19.0988027777778 47.4883055555556)
120,2159,2012-09-08,2012,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4879583333333,19.0703444444444,0,0,1,4,jármű-jármű,1.0,POINT (19.0703444444444 47.4879583333333)
121,2185,2012-09-11,2012,Budapest VIII. kerület,bérkocsis utca,tolnai lajos utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4939444444444,19.0732527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0732527777778 47.4939444444444)
122,2189,2012-09-11,2012,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4969,19.0699055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
123,2207,2012-09-13,2012,Budapest VIII. kerület,józsef körút,,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",villamosnak elsőbbség meg nem adása,47.49275,19.0709972222222,0,1,0,2,jármű-jármű,5.0,POINT (19.0709972222222 47.49275)
124,2212,2012-09-13,2012,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4949583333333,19.0844888888889,0,0,1,5,jármű-jármű,1.0,POINT (19.0844888888889 47.4949583333333)
125,2240,2012-09-14,2012,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.49953888888889,19.0829416666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0829416666667 47.49953888888889)
126,2309,2012-09-24,2012,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4947777777778,19.0624416666667,0,0,1,2,gyalogos,1.0,POINT (19.0624416666667 47.4947777777778)
127,2326,2012-09-26,2012,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4865083333333,19.1076666666667,0,0,2,1,gyalogos,2.0,POINT (19.1076666666667 47.4865083333333)
128,2335,2012-09-27,2012,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.482,19.0809416666667,0,0,1,1,gyalogos,1.0,POINT (19.0809416666667 47.482)
129,2339,2012-09-27,2012,Budapest VIII. kerület,üllői út,,könnyű sérüléses,Menetirány szerint  a BAL oldalon várakozó járműnek ütközés,egyéb,"figyelmetlen, gondatlan vezetés",47.4759027777778,19.0980527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0980527777778 47.4759027777778)
130,2341,2012-09-27,2012,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,Pályaelhagyás járművel útkereszteződésben a menetirány szerinti BAL oldalon,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4995555555556,19.0951388888889,0,0,1,2,egy jármű,1.0,POINT (19.0951388888889 47.4995555555556)
131,2352,2012-09-28,2012,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4993222222222,19.0791305555556,0,0,1,3,jármű-jármű,1.0,POINT (19.0791305555556 47.4993222222222)
